0.000000,-30393.522131,-69456.034238,-35583.999525,-73411.756565,93749.988824,-82119.102135,-15692.064547,93749.988824,93749.988824,93749.988824,93749.988824,93749.988824,93749.988824,93749.988824,93749.988824,93749.988824,0.076000,-0.318000,0.952000,192.000000,1.000000,48.000000,123.000000,8.000000,14.500000,96.000000,0.000000,0.000000,0.000000,1618096841.229579,0.000000
2.000000,-59828.489700,-137716.116037,-70886.143552,-146399.142909,187500.000000,-164539.081101,-33848.699492,187500.000000,-92660.006006,-62288.142715,187500.000000,3401.108492,-58720.245507,-114147.676724,-157453.645164,-135078.632543,0.076000,-0.318000,0.952000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229598,0.000000
4.000000,-66271.983537,-144002.544165,-76008.492828,-150649.483579,187500.000000,-166549.285239,-33206.846798,187500.000000,-93514.021458,-63348.375362,187500.000000,1997.731864,-59780.053470,-114952.294821,-158594.209980,-134921.924463,0.076000,-0.318000,0.952000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229620,0.000000
6.000000,-60301.206744,-138239.035098,-71027.093652,-146629.611746,187500.000000,-164350.477082,-32523.129287,187500.000000,-92483.740149,-64826.317409,187500.000000,-273.697111,-62206.022406,-116006.581903,-160858.978135,-133147.687691,0.076000,-0.318000,0.952000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229627,0.000000
8.000000,-62214.717235,-140239.784448,-72604.456258,-147993.001103,187500.000000,-165357.691390,-33792.686020,187500.000000,-93471.664902,-61928.927830,187500.000000,4023.202243,-58005.079091,-113951.607222,-156841.855567,-136039.042299,0.072000,-0.320000,0.944000,192.000000,1.000000,32.000000,123.000000,0.000000,14.500000,64.000000,0.000000,0.000000,0.000000,1618096841.229633,0.000000
10.000000,-64489.878951,-142291.875755,-74306.295729,-149360.592587,187500.000000,-165606.175733,-31911.138524,187500.000000,-93412.388076,-65884.918378,187500.000000,-1671.910485,-63305.571771,-116852.349562,-162005.600274,-133197.129750,0.072000,-0.320000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229639,0.000000
12.000000,-59823.929945,-137740.099459,-70740.790157,-146412.039865,187500.000000,-164485.526322,-33671.070179,187500.000000,-92645.276206,-62306.180573,187500.000000,3442.995661,-58792.419290,-114219.381120,-157554.563290,-135122.106686,0.072000,-0.320000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229645,0.000000
14.000000,-66305.488802,-144052.165038,-75916.649510,-150695.908153,187500.000000,-166544.099634,-33124.145344,187500.000000,-93490.596830,-63297.860419,187500.000000,2134.993927,-59767.380031,-114973.461923,-158608.738614,-135005.743504,0.072000,-0.320000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229651,0.000000
16.000000,-60361.020012,-138329.559663,-70941.240602,-146690.363787,187500.000000,-164331.098119,-32368.209346,187500.000000,-92532.399897,-64893.484401,187500.000000,-291.556155,-62318.429329,-116119.413509,-161002.252817,-133225.941149,0.072000,-0.320000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229657,0.000000
18.000000,-62164.872845,-140228.116838,-72425.955227,-147976.863143,187500.000000,-165292.983090,-33626.098469,187500.000000,-93428.794256,-61896.517801,187500.000000,4126.668468,-58019.160690,-113983.793734,-156884.234474,-136087.456177,0.074000,-0.322000,0.944000,192.000000,1.000000,40.000000,122.500000,120.000000,14.500000,64.000000,0.000000,0.000000,0.000000,1618096841.229663,0.000000
20.000000,-64624.391749,-142437.966757,-74298.293805,-149472.373661,187500.000000,-165632.483737,-31814.735450,187500.000000,-93448.374384,-65887.153552,187500.000000,-1601.100159,-63338.026504,-116915.761461,-162068.587490,-133302.585280,0.074000,-0.322000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229669,0.000000
22.000000,-59827.036837,-137773.537668,-70600.778830,-146425.875595,187500.000000,-164440.107577,-33493.664383,187500.000000,-92627.886549,-62324.576059,187500.000000,3480.278370,-58865.800067,-114290.906702,-157657.873053,-135160.462279,0.074000,-0.322000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229676,0.000000
24.000000,-66359.088285,-144117.521538,-75849.996608,-150757.062525,187500.000000,-166553.062684,-33068.936535,187500.000000,-93478.973923,-63250.295907,187500.000000,2267.897399,-59747.419923,-114999.769926,-158624.720111,-135091.820072,0.074000,-0.322000,0.944000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618096841.229681,0.000000
